period,gaslimit,transactionpool,connection,position,number
7,19000000,5120 2048 3072 2048,random,b,2
8,15000000,1024 2048 3072 2048,ring,a,2
8,15000000,1024 2048 3072 2048,ring,b,2
8,15000000,1024 2048 3072 2048,tree,a,2
8,15000000,1024 2048 3072 2048,tree,b,2
8,15000000,1024 2048 3072 2048,random,a,2
8,15000000,1024 2048 3072 2048,random,b,2
8,15000000,2048 2048 3072 2048,ring,a,2
8,15000000,2048 2048 3072 2048,ring,b,2
8,15000000,2048 2048 3072 2048,tree,a,2
8,15000000,2048 2048 3072 2048,tree,b,2
8,15000000,2048 2048 3072 2048,random,a,2
8,15000000,2048 2048 3072 2048,random,b,2
8,15000000,5120 2048 3072 2048,ring,a,2
8,15000000,5120 2048 3072 2048,ring,b,2
8,15000000,5120 2048 3072 2048,tree,a,2
8,15000000,5120 2048 3072 2048,tree,b,2
8,15000000,5120 2048 3072 2048,random,a,2
8,15000000,5120 2048 3072 2048,random,b,2
8,16000000,1024 2048 3072 2048,ring,a,2
8,16000000,1024 2048 3072 2048,ring,b,2
8,16000000,1024 2048 3072 2048,tree,a,2
8,16000000,1024 2048 3072 2048,tree,b,2
8,16000000,1024 2048 3072 2048,random,a,2
8,16000000,1024 2048 3072 2048,random,b,2
8,16000000,2048 2048 3072 2048,ring,a,2
8,16000000,2048 2048 3072 2048,ring,b,2
8,16000000,2048 2048 3072 2048,tree,a,2
8,16000000,2048 2048 3072 2048,tree,b,2
8,16000000,2048 2048 3072 2048,random,a,2
8,16000000,2048 2048 3072 2048,random,b,2
8,16000000,5120 2048 3072 2048,ring,a,2
8,16000000,5120 2048 3072 2048,ring,b,2
8,16000000,5120 2048 3072 2048,tree,a,2
8,16000000,5120 2048 3072 2048,tree,b,2
8,16000000,5120 2048 3072 2048,random,a,2
8,16000000,5120 2048 3072 2048,random,b,2
8,17000000,1024 2048 3072 2048,ring,a,2
8,17000000,1024 2048 3072 2048,ring,b,2
8,17000000,1024 2048 3072 2048,tree,a,2
8,17000000,1024 2048 3072 2048,tree,b,2
8,17000000,1024 2048 3072 2048,random,a,2
8,17000000,1024 2048 3072 2048,random,b,2
8,17000000,2048 2048 3072 2048,ring,a,2
8,17000000,2048 2048 3072 2048,ring,b,2
8,17000000,2048 2048 3072 2048,tree,a,2
8,17000000,2048 2048 3072 2048,tree,b,2
8,17000000,2048 2048 3072 2048,random,a,2
8,17000000,2048 2048 3072 2048,random,b,2
8,17000000,5120 2048 3072 2048,ring,a,2
8,17000000,5120 2048 3072 2048,ring,b,2
8,17000000,5120 2048 3072 2048,tree,a,2
8,17000000,5120 2048 3072 2048,tree,b,2
8,17000000,5120 2048 3072 2048,random,a,2
8,17000000,5120 2048 3072 2048,random,b,2
8,18000000,1024 2048 3072 2048,ring,a,2
8,18000000,1024 2048 3072 2048,ring,b,2
8,18000000,1024 2048 3072 2048,tree,a,2
8,18000000,1024 2048 3072 2048,tree,b,2
8,18000000,1024 2048 3072 2048,random,a,2
8,18000000,1024 2048 3072 2048,random,b,2
8,18000000,2048 2048 3072 2048,ring,a,2
8,18000000,2048 2048 3072 2048,ring,b,2
8,18000000,2048 2048 3072 2048,tree,a,2
8,18000000,2048 2048 3072 2048,tree,b,2
8,18000000,2048 2048 3072 2048,random,a,2
8,18000000,2048 2048 3072 2048,random,b,2
8,18000000,5120 2048 3072 2048,ring,a,2
8,18000000,5120 2048 3072 2048,ring,b,2
8,18000000,5120 2048 3072 2048,tree,a,2
8,18000000,5120 2048 3072 2048,tree,b,2
8,18000000,5120 2048 3072 2048,random,a,2
8,18000000,5120 2048 3072 2048,random,b,2
8,19000000,1024 2048 3072 2048,ring,a,2
8,19000000,1024 2048 3072 2048,ring,b,2
8,19000000,1024 2048 3072 2048,tree,a,2
8,19000000,1024 2048 3072 2048,tree,b,2
8,19000000,1024 2048 3072 2048,random,a,2
8,19000000,1024 2048 3072 2048,random,b,2
8,19000000,2048 2048 3072 2048,ring,a,2
8,19000000,2048 2048 3072 2048,ring,b,2
8,19000000,2048 2048 3072 2048,tree,a,2
8,19000000,2048 2048 3072 2048,tree,b,2
8,19000000,2048 2048 3072 2048,random,a,2
8,19000000,2048 2048 3072 2048,random,b,2
8,19000000,5120 2048 3072 2048,ring,a,2
8,19000000,5120 2048 3072 2048,ring,b,2
8,19000000,5120 2048 3072 2048,tree,a,2
8,19000000,5120 2048 3072 2048,tree,b,2
8,19000000,5120 2048 3072 2048,random,a,2
8,19000000,5120 2048 3072 2048,random,b,2
9,15000000,1024 2048 3072 2048,ring,a,2
9,15000000,1024 2048 3072 2048,ring,b,2
9,15000000,1024 2048 3072 2048,tree,a,2
9,15000000,1024 2048 3072 2048,tree,b,2
9,15000000,1024 2048 3072 2048,random,a,2
9,15000000,1024 2048 3072 2048,random,b,2
9,15000000,2048 2048 3072 2048,ring,a,2
9,15000000,2048 2048 3072 2048,ring,b,2
9,15000000,2048 2048 3072 2048,tree,a,2
9,15000000,2048 2048 3072 2048,tree,b,2
9,15000000,2048 2048 3072 2048,random,a,2
9,15000000,2048 2048 3072 2048,random,b,2
9,15000000,5120 2048 3072 2048,ring,a,2
9,15000000,5120 2048 3072 2048,ring,b,2
9,15000000,5120 2048 3072 2048,tree,a,2
9,15000000,5120 2048 3072 2048,tree,b,2
9,15000000,5120 2048 3072 2048,random,a,2
9,15000000,5120 2048 3072 2048,random,b,2
9,16000000,1024 2048 3072 2048,ring,a,2
9,16000000,1024 2048 3072 2048,ring,b,2
9,16000000,1024 2048 3072 2048,tree,a,2
9,16000000,1024 2048 3072 2048,tree,b,2
9,16000000,1024 2048 3072 2048,random,a,2
9,16000000,1024 2048 3072 2048,random,b,2
9,16000000,2048 2048 3072 2048,ring,a,2
9,16000000,2048 2048 3072 2048,ring,b,2
9,16000000,2048 2048 3072 2048,tree,a,2
9,16000000,2048 2048 3072 2048,tree,b,2
9,16000000,2048 2048 3072 2048,random,a,2
9,16000000,2048 2048 3072 2048,random,b,2
9,16000000,5120 2048 3072 2048,ring,a,2
9,16000000,5120 2048 3072 2048,ring,b,2
9,16000000,5120 2048 3072 2048,tree,a,2
9,16000000,5120 2048 3072 2048,tree,b,2
9,16000000,5120 2048 3072 2048,random,a,2
9,16000000,5120 2048 3072 2048,random,b,2
9,17000000,1024 2048 3072 2048,ring,a,2
9,17000000,1024 2048 3072 2048,ring,b,2
9,17000000,1024 2048 3072 2048,tree,a,2
9,17000000,1024 2048 3072 2048,tree,b,2
9,17000000,1024 2048 3072 2048,random,a,2
9,17000000,1024 2048 3072 2048,random,b,2
9,17000000,2048 2048 3072 2048,ring,a,2
9,17000000,2048 2048 3072 2048,ring,b,2
9,17000000,2048 2048 3072 2048,tree,a,2
9,17000000,2048 2048 3072 2048,tree,b,2
9,17000000,2048 2048 3072 2048,random,a,2
9,17000000,2048 2048 3072 2048,random,b,2
9,17000000,5120 2048 3072 2048,ring,a,2
9,17000000,5120 2048 3072 2048,ring,b,2
9,17000000,5120 2048 3072 2048,tree,a,2
9,17000000,5120 2048 3072 2048,tree,b,2
9,17000000,5120 2048 3072 2048,random,a,2
9,17000000,5120 2048 3072 2048,random,b,2
9,18000000,1024 2048 3072 2048,ring,a,2
9,18000000,1024 2048 3072 2048,ring,b,2
9,18000000,1024 2048 3072 2048,tree,a,2
9,18000000,1024 2048 3072 2048,tree,b,2
9,18000000,1024 2048 3072 2048,random,a,2
9,18000000,1024 2048 3072 2048,random,b,2
9,18000000,2048 2048 3072 2048,ring,a,2
9,18000000,2048 2048 3072 2048,ring,b,2
9,18000000,2048 2048 3072 2048,tree,a,2
9,18000000,2048 2048 3072 2048,tree,b,2
9,18000000,2048 2048 3072 2048,random,a,2
9,18000000,2048 2048 3072 2048,random,b,2
9,18000000,5120 2048 3072 2048,ring,a,2
9,18000000,5120 2048 3072 2048,ring,b,2
9,18000000,5120 2048 3072 2048,tree,a,2
9,18000000,5120 2048 3072 2048,tree,b,2
9,18000000,5120 2048 3072 2048,random,a,2
9,18000000,5120 2048 3072 2048,random,b,2
9,19000000,1024 2048 3072 2048,ring,a,2
9,19000000,1024 2048 3072 2048,ring,b,2
9,19000000,1024 2048 3072 2048,tree,a,2
9,19000000,1024 2048 3072 2048,tree,b,2
9,19000000,1024 2048 3072 2048,random,a,2
9,19000000,1024 2048 3072 2048,random,b,2
9,19000000,2048 2048 3072 2048,ring,a,2
9,19000000,2048 2048 3072 2048,ring,b,2
9,19000000,2048 2048 3072 2048,tree,a,2
9,19000000,2048 2048 3072 2048,tree,b,2
9,19000000,2048 2048 3072 2048,random,a,2
9,19000000,2048 2048 3072 2048,random,b,2
9,19000000,5120 2048 3072 2048,ring,a,2
9,19000000,5120 2048 3072 2048,ring,b,2
9,19000000,5120 2048 3072 2048,tree,a,2
9,19000000,5120 2048 3072 2048,tree,b,2
9,19000000,5120 2048 3072 2048,random,a,2
9,19000000,5120 2048 3072 2048,random,b,2
10,15000000,1024 2048 3072 2048,ring,a,2
10,15000000,1024 2048 3072 2048,ring,b,2
10,15000000,1024 2048 3072 2048,tree,a,2
10,15000000,1024 2048 3072 2048,tree,b,2
10,15000000,1024 2048 3072 2048,random,a,2
10,15000000,1024 2048 3072 2048,random,b,2
10,15000000,2048 2048 3072 2048,ring,a,2
10,15000000,2048 2048 3072 2048,ring,b,2
10,15000000,2048 2048 3072 2048,tree,a,2
10,15000000,2048 2048 3072 2048,tree,b,2
10,15000000,2048 2048 3072 2048,random,a,2
10,15000000,2048 2048 3072 2048,random,b,2
10,15000000,5120 2048 3072 2048,ring,a,2
10,15000000,5120 2048 3072 2048,ring,b,2
10,15000000,5120 2048 3072 2048,tree,a,2
10,15000000,5120 2048 3072 2048,tree,b,2
10,15000000,5120 2048 3072 2048,random,a,2
10,15000000,5120 2048 3072 2048,random,b,2
10,16000000,1024 2048 3072 2048,ring,a,2
10,16000000,1024 2048 3072 2048,ring,b,2
10,16000000,1024 2048 3072 2048,tree,a,2
10,16000000,1024 2048 3072 2048,tree,b,2
10,16000000,1024 2048 3072 2048,random,a,2
10,16000000,1024 2048 3072 2048,random,b,2
10,16000000,2048 2048 3072 2048,ring,a,2
10,16000000,2048 2048 3072 2048,ring,b,2
10,16000000,2048 2048 3072 2048,tree,a,2
10,16000000,2048 2048 3072 2048,tree,b,2
10,16000000,2048 2048 3072 2048,random,a,2
10,16000000,2048 2048 3072 2048,random,b,2
10,16000000,5120 2048 3072 2048,ring,a,2
10,16000000,5120 2048 3072 2048,ring,b,2
10,16000000,5120 2048 3072 2048,tree,a,2
10,16000000,5120 2048 3072 2048,tree,b,2
10,16000000,5120 2048 3072 2048,random,a,2
10,16000000,5120 2048 3072 2048,random,b,2
10,17000000,1024 2048 3072 2048,ring,a,2
10,17000000,1024 2048 3072 2048,ring,b,2
10,17000000,1024 2048 3072 2048,tree,a,2
10,17000000,1024 2048 3072 2048,tree,b,2
10,17000000,1024 2048 3072 2048,random,a,2
10,17000000,1024 2048 3072 2048,random,b,2
10,17000000,2048 2048 3072 2048,ring,a,2
10,17000000,2048 2048 3072 2048,ring,b,2
10,17000000,2048 2048 3072 2048,tree,a,2
10,17000000,2048 2048 3072 2048,tree,b,2
10,17000000,2048 2048 3072 2048,random,a,2
10,17000000,2048 2048 3072 2048,random,b,2
10,17000000,5120 2048 3072 2048,ring,a,2
10,17000000,5120 2048 3072 2048,ring,b,2
10,17000000,5120 2048 3072 2048,tree,a,2
10,17000000,5120 2048 3072 2048,tree,b,2
10,17000000,5120 2048 3072 2048,random,a,2
10,17000000,5120 2048 3072 2048,random,b,2
10,18000000,1024 2048 3072 2048,ring,a,2
10,18000000,1024 2048 3072 2048,ring,b,2
10,18000000,1024 2048 3072 2048,tree,a,2
10,18000000,1024 2048 3072 2048,tree,b,2
10,18000000,1024 2048 3072 2048,random,a,2
10,18000000,1024 2048 3072 2048,random,b,2
10,18000000,2048 2048 3072 2048,ring,a,2
10,18000000,2048 2048 3072 2048,ring,b,2
10,18000000,2048 2048 3072 2048,tree,a,2
10,18000000,2048 2048 3072 2048,tree,b,2
10,18000000,2048 2048 3072 2048,random,a,2
10,18000000,2048 2048 3072 2048,random,b,2
10,18000000,5120 2048 3072 2048,ring,a,2
10,18000000,5120 2048 3072 2048,ring,b,2
10,18000000,5120 2048 3072 2048,tree,a,2
10,18000000,5120 2048 3072 2048,tree,b,2
10,18000000,5120 2048 3072 2048,random,a,2
10,18000000,5120 2048 3072 2048,random,b,2
10,19000000,1024 2048 3072 2048,ring,a,2
10,19000000,1024 2048 3072 2048,ring,b,2
10,19000000,1024 2048 3072 2048,tree,a,2
10,19000000,1024 2048 3072 2048,tree,b,2
10,19000000,1024 2048 3072 2048,random,a,2
10,19000000,1024 2048 3072 2048,random,b,2
10,19000000,2048 2048 3072 2048,ring,a,2
10,19000000,2048 2048 3072 2048,ring,b,2
10,19000000,2048 2048 3072 2048,tree,a,2
10,19000000,2048 2048 3072 2048,tree,b,2
10,19000000,2048 2048 3072 2048,random,a,2
10,19000000,2048 2048 3072 2048,random,b,2
10,19000000,5120 2048 3072 2048,ring,a,2
10,19000000,5120 2048 3072 2048,ring,b,2
10,19000000,5120 2048 3072 2048,tree,a,2
10,19000000,5120 2048 3072 2048,tree,b,2
10,19000000,5120 2048 3072 2048,random,a,2
10,19000000,5120 2048 3072 2048,random,b,2
5,15000000,1024 2048 3072 2048,ring,a,4
5,15000000,1024 2048 3072 2048,ring,b,4
5,15000000,1024 2048 3072 2048,tree,a,4
5,15000000,1024 2048 3072 2048,tree,b,4
5,15000000,1024 2048 3072 2048,random,a,4
5,15000000,1024 2048 3072 2048,random,b,4
5,15000000,2048 2048 3072 2048,ring,a,4
5,15000000,2048 2048 3072 2048,ring,b,4
5,15000000,2048 2048 3072 2048,tree,a,4
5,15000000,2048 2048 3072 2048,tree,b,4
5,15000000,2048 2048 3072 2048,random,a,4
5,15000000,2048 2048 3072 2048,random,b,4
5,15000000,5120 2048 3072 2048,ring,a,4
5,15000000,5120 2048 3072 2048,ring,b,4
5,15000000,5120 2048 3072 2048,tree,a,4
5,15000000,5120 2048 3072 2048,tree,b,4
5,15000000,5120 2048 3072 2048,random,a,4
5,15000000,5120 2048 3072 2048,random,b,4
5,16000000,1024 2048 3072 2048,ring,a,4
5,16000000,1024 2048 3072 2048,ring,b,4
5,16000000,1024 2048 3072 2048,tree,a,4
5,16000000,1024 2048 3072 2048,tree,b,4
5,16000000,1024 2048 3072 2048,random,a,4
5,16000000,1024 2048 3072 2048,random,b,4
5,16000000,2048 2048 3072 2048,ring,a,4
5,16000000,2048 2048 3072 2048,ring,b,4
5,16000000,2048 2048 3072 2048,tree,a,4
5,16000000,2048 2048 3072 2048,tree,b,4
5,16000000,2048 2048 3072 2048,random,a,4
5,16000000,2048 2048 3072 2048,random,b,4
5,16000000,5120 2048 3072 2048,ring,a,4
5,16000000,5120 2048 3072 2048,ring,b,4
5,16000000,5120 2048 3072 2048,tree,a,4
5,16000000,5120 2048 3072 2048,tree,b,4
5,16000000,5120 2048 3072 2048,random,a,4
5,16000000,5120 2048 3072 2048,random,b,4
5,17000000,1024 2048 3072 2048,ring,a,4
5,17000000,1024 2048 3072 2048,ring,b,4
5,17000000,1024 2048 3072 2048,tree,a,4
5,17000000,1024 2048 3072 2048,tree,b,4
5,17000000,1024 2048 3072 2048,random,a,4
5,17000000,1024 2048 3072 2048,random,b,4
5,17000000,2048 2048 3072 2048,ring,a,4
5,17000000,2048 2048 3072 2048,ring,b,4
5,17000000,2048 2048 3072 2048,tree,a,4
5,17000000,2048 2048 3072 2048,tree,b,4
5,17000000,2048 2048 3072 2048,random,a,4
5,17000000,2048 2048 3072 2048,random,b,4
5,17000000,5120 2048 3072 2048,ring,a,4
5,17000000,5120 2048 3072 2048,ring,b,4
5,17000000,5120 2048 3072 2048,tree,a,4
5,17000000,5120 2048 3072 2048,tree,b,4
5,17000000,5120 2048 3072 2048,random,a,4
5,17000000,5120 2048 3072 2048,random,b,4
5,18000000,1024 2048 3072 2048,ring,a,4
5,18000000,1024 2048 3072 2048,ring,b,4
5,18000000,1024 2048 3072 2048,tree,a,4
5,18000000,1024 2048 3072 2048,tree,b,4
5,18000000,1024 2048 3072 2048,random,a,4
5,18000000,1024 2048 3072 2048,random,b,4
5,18000000,2048 2048 3072 2048,ring,a,4
5,18000000,2048 2048 3072 2048,ring,b,4
5,18000000,2048 2048 3072 2048,tree,a,4
5,18000000,2048 2048 3072 2048,tree,b,4
5,18000000,2048 2048 3072 2048,random,a,4
5,18000000,2048 2048 3072 2048,random,b,4
5,18000000,5120 2048 3072 2048,ring,a,4
5,18000000,5120 2048 3072 2048,ring,b,4
5,18000000,5120 2048 3072 2048,tree,a,4
5,18000000,5120 2048 3072 2048,tree,b,4
5,18000000,5120 2048 3072 2048,random,a,4
5,18000000,5120 2048 3072 2048,random,b,4
5,19000000,1024 2048 3072 2048,ring,a,4
5,19000000,1024 2048 3072 2048,ring,b,4
5,19000000,1024 2048 3072 2048,tree,a,4
5,19000000,1024 2048 3072 2048,tree,b,4
5,19000000,1024 2048 3072 2048,random,a,4
5,19000000,1024 2048 3072 2048,random,b,4
5,19000000,2048 2048 3072 2048,ring,a,4
5,19000000,2048 2048 3072 2048,ring,b,4
5,19000000,2048 2048 3072 2048,tree,a,4
5,19000000,2048 2048 3072 2048,tree,b,4
5,19000000,2048 2048 3072 2048,random,a,4
5,19000000,2048 2048 3072 2048,random,b,4
5,19000000,5120 2048 3072 2048,ring,a,4
5,19000000,5120 2048 3072 2048,ring,b,4
5,19000000,5120 2048 3072 2048,tree,a,4
5,19000000,5120 2048 3072 2048,tree,b,4
5,19000000,5120 2048 3072 2048,random,a,4
5,19000000,5120 2048 3072 2048,random,b,4
6,15000000,1024 2048 3072 2048,ring,a,4
6,15000000,1024 2048 3072 2048,ring,b,4
6,15000000,1024 2048 3072 2048,tree,a,4
6,15000000,1024 2048 3072 2048,tree,b,4
6,15000000,1024 2048 3072 2048,random,a,4
6,15000000,1024 2048 3072 2048,random,b,4
6,15000000,2048 2048 3072 2048,ring,a,4
6,15000000,2048 2048 3072 2048,ring,b,4
6,15000000,2048 2048 3072 2048,tree,a,4
6,15000000,2048 2048 3072 2048,tree,b,4
6,15000000,2048 2048 3072 2048,random,a,4
6,15000000,2048 2048 3072 2048,random,b,4
6,15000000,5120 2048 3072 2048,ring,a,4
6,15000000,5120 2048 3072 2048,ring,b,4
6,15000000,5120 2048 3072 2048,tree,a,4
6,15000000,5120 2048 3072 2048,tree,b,4
6,15000000,5120 2048 3072 2048,random,a,4
6,15000000,5120 2048 3072 2048,random,b,4
6,16000000,1024 2048 3072 2048,ring,a,4
6,16000000,1024 2048 3072 2048,ring,b,4
6,16000000,1024 2048 3072 2048,tree,a,4
6,16000000,1024 2048 3072 2048,tree,b,4
6,16000000,1024 2048 3072 2048,random,a,4
6,16000000,1024 2048 3072 2048,random,b,4
6,16000000,2048 2048 3072 2048,ring,a,4
6,16000000,2048 2048 3072 2048,ring,b,4
6,16000000,2048 2048 3072 2048,tree,a,4
6,16000000,2048 2048 3072 2048,tree,b,4
6,16000000,2048 2048 3072 2048,random,a,4
6,16000000,2048 2048 3072 2048,random,b,4
6,16000000,5120 2048 3072 2048,ring,a,4
6,16000000,5120 2048 3072 2048,ring,b,4
6,16000000,5120 2048 3072 2048,tree,a,4
6,16000000,5120 2048 3072 2048,tree,b,4
6,16000000,5120 2048 3072 2048,random,a,4
6,16000000,5120 2048 3072 2048,random,b,4
6,17000000,1024 2048 3072 2048,ring,a,4
6,17000000,1024 2048 3072 2048,ring,b,4
6,17000000,1024 2048 3072 2048,tree,a,4
6,17000000,1024 2048 3072 2048,tree,b,4
6,17000000,1024 2048 3072 2048,random,a,4
6,17000000,1024 2048 3072 2048,random,b,4
6,17000000,2048 2048 3072 2048,ring,a,4
6,17000000,2048 2048 3072 2048,ring,b,4
